floor,32768
width,20
height,20
start,5,8,-1,0,0,0.66
map,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
map,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
map,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
map,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
map,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
map,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
map,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
map,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
map,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
map,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
map,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
map,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,1
map,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
map,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
map,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
map,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
map,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
map,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
map,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
map,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
mobile,0,2,2
